of_id,article_ref,article_family,diameter_mm,material,color,quantity,machine_id,machine_type,actual_start_ts,actual_end_ts,downtime_min,status,record_created_ts
OF-2024-05229,ART-S25,Soudure,151.9,Acier,Bleu,14,MCH-07,MANUAL,07/01/2024 22:03,08/01/2024 00:32,14.1,done,08/01/2024 00:36
OF-2024-05230,ART-U04,Usinage,186.4,Inox,Rouge,53,MCH-04,CNC_STD,2024-04-15 13:33:15,2024-04-15 17:12:14,60.8,done,2024-04-15 17:15:16
OF-2024-05231,ART-A02,Assemblage,36.9,Aluminium,Vert,357,MCH-04,CNC_STD,2024-06-09 15:02:25,2024-06-09 17:34:15,0.0,done,2024-06-09 17:37:29
OF-2024-05232,ART-F07,Finition,147.0,Acier,Gris,65,MCH-02,CNC_FAST,2024-05-31 14:18:37,2024-05-31 15:01:11,0.0,done,2024-05-31 15:04:00
OF-2024-05233,ART-U32,Usinage,131.7,Aluminium,Gris,186,MCH-04,CNC_STD,2024-03-20 12:33:11,,0.0,aborted,2024-03-20 19:04:13
OF-2024-05234,ART-A10,Assemblage,48.9,Aluminium,Jaune,61,MCH-11,ROBOT_CELL,2024-03-18 17:27:02,2024-03-18 18:10:28,2.8,done,2024-03-18 18:15:22
OF-2024-05235,ART-F15,Finition,196.8,Titane,Jaune,67,MCH-06,MANUAL,2024-08-27 10:26:50,2024-08-27 14:15:24,44.9,done,2024-08-27 14:17:49
OF-2024-05236,ART-U28,Usinage,115.2,Aluminium,Bleu,178,MCH-03,CNC_STD,2024-01-02 10:16:29,2024-01-02 15:16:37,53.2,done,2024-01-02 15:17:17
OF-2024-05237,ART-U16,Usinage,144.1,Aluminium,Noir,8,MCH-04,CNC_STD,2024-02-25 12:47:01,2024-02-25 13:20:11,0.0,done,2024-02-25 13:24:34
OF-2024-05238,ART-F15,Finition,196.8,Titane,Jaune,22,MCH-02,CNC_FAST,2024-01-14 14:03:55,2024-01-14 14:44:23,0.0,done,2024-01-14 14:45:10
OF-2024-05239,ART-S25,Soudure,151.9,Acier,Bleu,246,MCH-07,MANUAL,15/01/2024 18:36,16/01/2024 22:05,0.0,done,16/01/2024 22:09
OF-2024-05240,ART-U00,Usinage,184.0,Inox,Jaune,55,MCH-03,CNC_STD,2024-05-06 13:37:38,2024-05-06 17:30:08,0.0,done,2024-05-06 17:32:00
OF-2024-05241,ART-A30,Assemblage,130.4,Acier,Gris,275,MCH-03,CNC_STD,2024-03-16 21:26:28,2024-03-17 04:09:27,0.0,done,2024-03-17 04:11:46
OF-2024-05242,ART-F11,Finition,147.9,Acier,Gris,52,MCH-02,CNC_FAST,2024-07-26 12:14:47,2024-07-26 12:48:18,2.8,done,2024-07-26 12:51:30
OF-2024-05243,ART-F15,Finition,196.8,Titane,Jaune,109,MCH-07,MANUAL,24/04/2024 07:13,24/04/2024 10:52,67.3,done,24/04/2024 10:54
OF-2024-05244,ART-A10,Assemblage,48.9,Aluminium,Jaune,303,MCH-08,MANUAL,2024-02-16 11:08:58,2024-02-16 16:38:28,0.0,done,2024-02-16 16:40:53
OF-2024-05245,ART-F15,Finition,196.8,Titane,Jaune,43,MCH-07,MANUAL,05/05/2024 06:17,05/05/2024 08:10,0.0,done,05/05/2024 08:15
OF-2024-05246,ART-U28,Usinage,115.2,Aluminium,Bleu,78,MCH-04,CNC_STD,2024-03-15 16:42:50,2024-03-15 18:45:44,0.0,done,2024-03-15 18:47:34
OF-2024-05247,ART-U16,Usinage,144.1,Aluminium,Noir,31,MCH-01,CNC_FAST,2024-03-28 15:12:03,2024-03-28 16:05:33,6.5,done,2024-03-28 16:06:51
OF-2024-05248,ART-S05,Soudure,38.9,Acier,Vert,74,MCH-06,MANUAL,2024-01-13 08:31:56,2024-01-13 11:44:04,0.0,done,2024-01-13 11:48:36
OF-2024-05249,ART-S13,Soudure,74.7,Acier,Jaune,196,MCH-10,ROBOT_CELL,2024-04-08 16:27:10,2024-04-08 23:42:10,144.2,done,2024-04-08 23:43:18
OF-2024-05250,ART-A26,Assemblage,183.1,Inox,Rouge,5,MCH-06,MANUAL,2024-04-13 10:46:46,2024-04-13 11:24:19,4.9,done,2024-04-13 11:26:30
OF-2024-05251,ART-A10,Assemblage,48.9,Aluminium,Jaune,246,MCH-03,CNC_STD,2024-01-04 06:21:50,2024-01-04 10:25:38,23.6,done,2024-01-04 10:29:32
OF-2024-05252,ART-U24,Usinage,173.0,Aluminium,Vert,49,MCH-02,CNC_FAST,2024-07-14 09:20:22,2024-07-14 10:40:53,0.0,done,2024-07-14 10:45:52
OF-2024-05253,ART-S29,Soudure,90.9,Aluminium,Vert,19,MCH-09,ROBOT_CELL,2024-05-12 07:49:58,2024-05-12 08:45:14,0.0,done,2024-05-12 08:47:28
OF-2024-05254,ART-U16,Usinage,144.1,Aluminium,Noir,32,MCH-02,CNC_FAST,2024-03-31 07:44:34,2024-03-31 08:30:19,0.0,done,2024-03-31 08:31:13
OF-2024-05255,ART-S13,Soudure,74.7,Acier,Jaune,16,MCH-10,ROBOT_CELL,2024-03-17 15:55:26,2024-03-17 17:00:58,0.0,done,2024-03-17 17:03:28
OF-2024-05256,  ART-F19 ,Finition,100.8,Aluminium,Gris,62,MCH-02,CNC_FAST,2024-05-26 21:06:52,2024-05-26 21:37:34,10.7,done,2024-05-26 21:41:25
OF-2024-05257,ART-F27,Finition,162.2,Titane,Rouge,36,MCH-08,MANUAL,2024-06-21 11:58:35,2024-06-21 13:17:11,23.5,done,2024-06-21 13:17:57
OF-2024-05258,ART-U32,Usinage,131.7,Aluminium,Gris,60,MCH-01,CNC_FAST,2024-07-09 20:11:16,2024-07-09 21:33:10,0.0,done,2024-07-09 21:38:04
OF-2024-05259,ART-A30-MM,Assemblage,130.4,Acier,Gris,66,MCH-09,ROBOT_CELL,2024-07-19 17:31:27,2024-07-19 19:20:40,0.0,done,2024-07-19 19:21:25
OF-2024-05260,ART-A38,Assemblage,165.3,Titane,Noir,32,MCH-08,MANUAL,2024-08-28 15:22:35,2024-08-28 17:57:43,31.9,done,2024-08-28 17:58:53
OF-2024-05261,ART-F03,Finition,55.9,Titane,Jaune,47,MCH-01,CNC_FAST,2024-06-13 18:24:42,2024-06-13 19:03:00,0.0,done,2024-06-13 19:07:20
OF-2024-05262,ART-U12,Usinage,23.0,Titane,Noir,184,MCH-04,CNC_STD,2024-01-09 14:28:21,2024-01-09 19:19:54,60.2,done,2024-01-09 19:21:05
OF-2024-05263,ART-U32,Usinage,131.7,Aluminium,Gris,6,MCH-05,CNC_STD,2024-05-03 19:24:25,2024-05-03 19:54:24,0.0,done,2024-05-03 19:57:29
OF-2024-05264,ART-U32,Usinage,131.7,Aluminium,Gris,254,MCH-02,CNC_FAST,2024-02-03 07:24:14,2024-02-03 12:19:48,39.1,done,2024-02-03 12:23:02
OF-2024-05265,ART-F11,Finition,147.9,Acier,Gris,77,MCH-02,CNC_FAST,2024-08-16 15:38:27,2024-08-16 16:32:28,0.0,done,2024-08-16 16:36:47
OF-2024-05266,ART-U20,Usinage,23.4,Titane,Rouge,13,MCH-02,CNC_FAST,2024-02-23 07:14:03,2024-02-23 07:35:37,0.0,done,2024-02-23 07:39:41
OF-2024-05267,ART-A14,Assemblage,190.7,Acier,Noir,69,MCH-06,MANUAL,2024-07-04 06:21:34,2024-07-04 09:14:39,12.7,done,2024-07-04 09:17:20
OF-2024-05268,ART-U32,Usinage,131.7,Aluminium,Gris,56,MCH-05,CNC_STD,2024-08-18 19:41:09,2024-08-18 21:51:43,33.6,done,2024-08-18 21:55:40
OF-2024-05269,ART-S25,Soudure,151.9,Acier,Bleu,7,MCH-07,MANUAL,09/04/2024 15:05,09/04/2024 16:42,0.0,done,09/04/2024 16:44
OF-2024-05270,ART-S25,Soudure,151.9,Acier,Bleu,19,MCH-07,MANUAL,10/07/2024 06:58,10/07/2024 09:58,0.0,done,10/07/2024 10:01
OF-2024-05271,ART-U28,Usinage,115.2,Aluminium,Bleu,178,MCH-01,CNC_FAST,2024-02-21 18:39:50,2024-02-21 21:57:15,0.0,done,2024-02-21 22:01:16
OF-2024-05272,ART-F27,Finition,162.2,Titane,Rouge,33,MCH-08,MANUAL,2024-08-26 08:46:45,2024-08-26 10:28:13,0.0,done,2024-08-26 10:31:22
OF-2024-05273,ART-A38,Assemblage,165.3,Titane,Noir,51,MCH-11,ROBOT_CELL,2024-08-21 13:43:22,2024-08-21 15:59:01,39.7,done,2024-08-21 16:01:09
OF-2024-05274,ART-U32,Usinage,131.7,Aluminium,Gris,79,MCH-03,CNC_STD,2024-06-28 13:21:37,2024-06-28 15:43:01,35.0,done,2024-06-28 15:44:27
OF-2024-05275,ART-F11,Finition,147.9,Acier,Gris,46,MCH-06,MANUAL,2024-07-06 09:03:02,2024-07-06 10:27:28,0.0,done,2024-07-06 10:28:27
OF-2024-05276,ART-A18,Assemblage,15.6,Inox,Rouge,38,MCH-09,ROBOT_CELL,2024-04-05 17:21:24,2024-04-05 17:40:03,0.0,done,2024-04-05 17:41:36
OF-2024-05277,ART-A10,Assemblage,48.9,Aluminium,Jaune,68,MCH-05,CNC_STD,2024-04-24 20:27:36,2024-04-24 21:28:45,11.5,done,2024-04-24 21:31:29
OF-2024-05278,ART-U32,Usinage,131.7,Aluminium,Gris,67,MCH-05,CNC_STD,2024-05-19 19:12:51,2024-05-19 21:29:07,0.0,done,2024-05-19 21:31:22
OF-2024-05279,art-a06,Assemblage,21.3,Acier,Noir,34,MCH-11,ROBOT_CELL,2024-04-20 16:12:06,2024-04-20 16:32:58,4.5,done,2024-04-20 16:36:27
OF-2024-05280,ART-S25,Soudure,151.9,Acier,Bleu,18,MCH-08,MANUAL,2024-03-14 19:11:30,2024-03-14 21:28:57,47.7,done,2024-03-14 21:32:29
OF-2024-05281,ART-F19,Finition,100.8,Aluminium,Gris,138,MCH-08,MANUAL,2024-01-02 18:41:48,2024-01-02 21:29:45,0.0,done,2024-01-02 21:33:26
OF-2024-05282,ART-U04,Usinage,186.4,Inox,Rouge,120,MCH-03,CNC_STD,2024-04-27 10:41:10,2024-04-27 18:45:55,50.2,done,2024-04-27 18:47:45
OF-2024-05283,ART-S25,Soudure,151.9,Acier,Bleu,21,MCH-11,ROBOT_CELL,2024-08-21 19:18:54,2024-08-21 21:09:41,22.9,done,2024-08-21 21:14:38
OF-2024-05284,ART-S13,Soudure,74.7,Acier,Jaune,23,MCH-06,MANUAL,2024-03-29 11:12:52,2024-03-29 13:07:18,0.0,done,2024-03-29 13:11:59
OF-2024-05285,ARTU32,Usinage,131.7,Aluminium,Gris,65,MCH-01,CNC_FAST,2024-02-09 06:45:18,2024-02-09 08:36:48,18.8,done,2024-02-09 08:39:13
OF-2024-05286,ART-U04,Usinage,186.4,Inox,Rouge,34,MCH-03,CNC_STD,2024-05-08 17:45:10,2024-05-08 20:09:01,0.0,done,2024-05-08 20:14:00
OF-2024-05287,  ART-U16 ,Usinage,144.1,Aluminium,Noir,78,MCH-01,CNC_FAST,2024-06-30 20:43:29,2024-06-30 22:20:50,0.0,done,2024-06-30 22:25:24
OF-2024-05288,ART-A26,Assemblage,183.1,Inox,Rouge,30,MCH-10,ROBOT_CELL,2024-01-31 13:45:23,,0.0,running,2024-01-31 14:56:00
OF-2024-05289,ART-A06,Assemblage,21.3,Acier,Noir,13,MCH-04,CNC_STD,2024-03-13 09:05:36,2024-03-13 09:23:18,3.9,done,2024-03-13 09:25:25
OF-2024-05290,ART-U28,Usinage,115.2,Aluminium,Bleu,51,MCH-05,CNC_STD,2024-01-31 19:54:30,2024-01-31 21:13:53,7.8,done,2024-01-31 21:16:57
OF-2024-05291,art-u12,Usinage,23.0,Titane,Noir,46,MCH-02,CNC_FAST,2024-03-03 06:56:36,2024-03-03 07:38:09,7.1,done,2024-03-03 07:40:34
OF-2024-05292,ART-A10,Assemblage,48.9,Aluminium,Jaune,288,MCH-07,MANUAL,17/05/2024 07:07,17/05/2024 13:00,0.0,done,17/05/2024 13:02
OF-2024-05293,ART-S21,Soudure,45.5,Inox,Vert,26,MCH-10,ROBOT_CELL,2024-01-25 12:38:52,2024-01-25 13:55:27,0.0,done,2024-01-25 13:58:25
OF-2024-05294,ART-S05,Soudure,38.9,Acier,Vert,41,MCH-09,ROBOT_CELL,2024-03-01 08:55:13,2024-03-01 10:01:22,0.0,done,2024-03-01 10:03:28
OF-2024-05295,ART-F03,Finition,55.9,Titane,Jaune,9,MCH-08,MANUAL,2024-07-09 21:16:31,2024-07-09 21:41:10,0.0,done,2024-07-09 21:41:57
OF-2024-05296,ART-U04,Usinage,186.4,Inox,Rouge,65,MCH-01,CNC_FAST,2024-03-09 13:27:16,2024-03-09 17:17:37,0.0,done,2024-03-09 17:22:03
OF-2024-05297,ART-U24,Usinage,173.0,Aluminium,Vert,53,MCH-01,CNC_FAST,2024-05-31 19:27:28,2024-05-31 20:45:19,0.0,done,2024-05-31 20:46:35
OF-2024-05298,ART-U32,Usinage,131.7,Aluminium,Gris,69,MCH-01,CNC_FAST,2024-03-03 10:07:37,2024-03-03 11:52:47,0.0,done,2024-03-03 11:57:00
OF-2024-05299,art-u08,Usinage,22.6,Inox,Noir,15,MCH-01,CNC_FAST,2024-02-21 19:09:35,2024-02-21 19:30:00,5.3,done,2024-02-21 19:34:35
OF-2024-05300,ART-A02,Assemblage,36.9,Aluminium,Vert,65,MCH-03,CNC_STD,2024-06-16 06:27:41,2024-06-16 07:04:27,3.2,done,2024-06-16 07:05:09
OF-2024-05301,ART-U32,Usinage,131.7,Aluminium,Gris,129,MCH-04,CNC_STD,2024-06-27 12:04:35,2024-06-27 17:03:26,52.6,done,2024-06-27 17:05:13
OF-2024-05302,ART-S17,Soudure,16.0,Acier,Bleu,198,MCH-08,MANUAL,2024-06-07 21:05:10,2024-06-08 03:09:47,82.1,done,2024-06-08 03:11:56
OF-2024-05303,ART-U00,Usinage,184.0,Inox,Jaune,55,MCH-05,CNC_STD,2024-05-04 21:50:21,2024-05-05 01:23:45,0.0,done,2024-05-05 01:26:41
OF-2024-05304,ART-U04,Usinage,186.4,Inox,Rouge,267,MCH-03,CNC_STD,2024-01-21 06:17:49,2024-01-22 00:30:23,0.0,done,2024-01-22 00:34:21
OF-2024-05305,ART-S29,Soudure,90.9,Aluminium,Vert,15,MCH-12,ROBOT_CELL,2024-06-15 21:08:01,2024-06-15 22:09:12,15.8,done,2024-06-15 22:11:28
OF-2024-05306,ART-U28,Usinage,115.2,Aluminium,Bleu,328,MCH-02,CNC_FAST,2024-02-10 06:42:11,2024-02-10 12:19:01,0.0,done,2024-02-10 12:20:47
OF-2024-05307,ART-A22,Assemblage,105.9,Aluminium,Noir,76,MCH-08,MANUAL,2024-03-14 18:40:19,2024-03-14 20:21:32,0.0,done,2024-03-14 20:25:41
OF-2024-05308,ARTA06,Assemblage,21.3,Acier,Noir,22,MCH-08,MANUAL,2024-08-31 14:11:08,2024-08-31 14:44:06,10.3,done,2024-08-31 14:46:27
OF-2024-05309,ART-F27,Finition,162.2,Titane,Rouge,38,MCH-07,MANUAL,14/01/2024 21:35,14/01/2024 23:08,0.0,done,14/01/2024 23:13
OF-2024-05310,ART-U32-MM,Usinage,131.7,Aluminium,Gris,17,MCH-01,CNC_FAST,2024-05-31 19:16:09,2024-05-31 19:59:43,0.0,done,2024-05-31 20:02:24
OF-2024-05311,ART-S13,Soudure,74.7,Acier,Jaune,77,MCH-09,ROBOT_CELL,2024-04-21 10:51:23,2024-04-21 14:17:14,43.7,done,2024-04-21 14:20:16
OF-2024-05312,ART-F39,Finition,157.5,Titane,Jaune,47,MCH-08,MANUAL,2024-08-18 15:59:52,2024-08-18 18:16:32,0.0,done,2024-08-18 18:19:45
OF-2024-05313,ART-U00,Usinage,184.0,Inox,Jaune,27,MCH-04,CNC_STD,2024-05-11 10:54:40,2024-05-11 12:49:04,21.4,done,2024-05-11 12:50:14
OF-2024-05314,ART-U16,Usinage,144.1,Aluminium,Noir,155,MCH-04,CNC_STD,2024-05-08 18:18:14,2024-05-08 23:17:23,93.7,done,2024-05-08 23:17:54
OF-2024-05315,ART-S05,Soudure,38.9,Acier,Vert,66,MCH-11,ROBOT_CELL,2024-02-16 12:26:02,2024-02-16 14:01:52,0.0,done,2024-02-16 14:06:38
OF-2024-05316,  ART-S05 ,Soudure,38.9,Acier,Vert,50,MCH-12,ROBOT_CELL,2024-06-19 21:18:07,2024-06-19 22:45:20,0.0,done,2024-06-19 22:46:18
OF-2024-05317,ART-S25,Soudure,151.9,Acier,Bleu,30,MCH-09,ROBOT_CELL,2024-01-07 22:16:20,2024-01-08 00:42:05,21.0,done,2024-01-08 00:43:14
OF-2024-05318,ART-U12,Usinage,23.0,Titane,Noir,12,MCH-03,CNC_STD,2024-08-20 13:45:44,2024-08-20 14:11:15,0.0,done,2024-08-20 14:15:12
OF-2024-05319,ARTF11,Finition,147.9,Acier,Gris,53,MCH-08,MANUAL,2024-01-11 16:40:04,2024-01-11 17:58:36,0.0,done,2024-01-11 18:03:30
OF-2024-05320,ART-U32,Usinage,131.7,Aluminium,Gris,177,MCH-03,CNC_STD,2024-08-24 11:00:18,2024-08-24 17:19:30,0.0,done,2024-08-24 17:23:57
OF-2024-05321,ART-F27,Finition,162.2,Titane,Rouge,76,MCH-07,MANUAL,25/08/2024 15:11,25/08/2024 17:34,0.0,done,25/08/2024 17:36
OF-2024-05322,ART-S29,Soudure,90.9,Aluminium,Vert,158,MCH-10,ROBOT_CELL,2024-01-31 07:04:36,2024-01-31 14:27:30,89.1,done,2024-01-31 14:28:12
OF-2024-05323,ART-U20,Usinage,23.4,Titane,Rouge,64,MCH-03,CNC_STD,2024-07-04 20:06:26,2024-07-04 21:40:09,0.0,done,2024-07-04 21:40:45
OF-2024-05324,ART-F11,Finition,147.9,Acier,Gris,193,MCH-08,MANUAL,2024-08-19 12:04:08,2024-08-19 16:21:30,0.0,done,2024-08-19 16:26:24
OF-2024-05325,ART-S33,Soudure,195.1,Inox,Gris,76,MCH-07,MANUAL,11/02/2024 08:05,11/02/2024 20:57,0.0,done,11/02/2024 21:00
OF-2024-05326,ART-U24,Usinage,173.0,Aluminium,Vert,77,MCH-03,CNC_STD,2024-06-22 18:13:48,2024-06-22 21:10:19,35.6,done,2024-06-22 21:11:01
OF-2024-05327,ARTU32,Usinage,131.7,Aluminium,Gris,48,MCH-02,CNC_FAST,2024-01-25 10:10:53,2024-01-25 11:25:26,0.0,done,2024-01-25 11:29:23
OF-2024-05328,ART-A10,Assemblage,48.9,Aluminium,Jaune,21,MCH-03,CNC_STD,2024-04-04 21:33:49,2024-04-04 21:59:59,0.0,done,2024-04-04 22:01:21
OF-2024-05329,ART-S29,Soudure,90.9,Aluminium,Vert,400,MCH-08,MANUAL,2024-03-13 07:17:22,2024-03-14 11:25:43,336.4,done,2024-03-14 11:30:29
OF-2024-05330,ART-U04,Usinage,186.4,Inox,Rouge,53,MCH-05,CNC_STD,2024-01-23 18:35:48,2024-01-23 22:22:20,53.9,done,2024-01-23 22:23:02
OF-2024-05331,ART-U08,Usinage,22.6,Inox,Noir,73,MCH-02,CNC_FAST,2024-07-20 08:12:47,2024-07-20 08:54:43,0.0,done,2024-07-20 08:59:06
OF-2024-05332,ART-A26,Assemblage,183.1,Inox,Rouge,42,MCH-11,ROBOT_CELL,2024-03-14 13:43:35,2024-03-14 15:12:34,0.0,done,2024-03-14 15:13:45
OF-2024-05333,ART-U00,Usinage,184.0,Inox,Jaune,13,MCH-01,CNC_FAST,2024-03-19 14:42:16,2024-03-19 14:42:16,0.0,done,2024-03-19 15:26:42
OF-2024-05334,ART-U20-MM,Usinage,23.4,Titane,Rouge,5,MCH-05,CNC_STD,2024-08-12 18:37:50,2024-08-12 19:00:11,0.0,done,2024-08-12 19:05:09
OF-2024-05335,ART-S33,Soudure,195.1,Inox,Gris,7,MCH-07,MANUAL,03/06/2024 14:00,03/06/2024 15:40,17.9,done,03/06/2024 15:43
OF-2024-05336,ART-A38,Assemblage,165.3,Titane,Noir,214,MCH-07,MANUAL,16/08/2024 10:10,17/08/2024 05:11,0.0,done,17/08/2024 05:16
OF-2024-05337,ART-A22,Assemblage,105.9,Aluminium,Noir,73,MCH-06,MANUAL,2024-07-29 21:41:04,2024-07-29 23:09:24,0.0,done,2024-07-29 23:12:48
OF-2024-05338,ART-S25,Soudure,151.9,Acier,Bleu,49,MCH-08,MANUAL,2024-07-16 16:58:04,2024-07-16 22:17:25,0.0,done,2024-07-16 22:19:23
OF-2024-05339,ART-U04,Usinage,186.4,Inox,Rouge,332,MCH-02,CNC_FAST,2024-05-12 16:13:41,2024-05-13 08:21:04,0.0,done,2024-05-13 08:24:06
OF-2024-05340,ART-A06,Assemblage,21.3,Acier,Noir,10,MCH-06,MANUAL,2024-01-14 15:14:55,2024-01-14 15:40:07,0.0,done,2024-01-14 15:40:55
OF-2024-05341,ART-F11,Finition,147.9,Acier,Gris,169,MCH-02,CNC_FAST,2024-08-07 20:15:40,2024-08-07 20:14:40,0.0,done,2024-08-07 21:45:44
OF-2024-05342,ART-U24,Usinage,173.0,Aluminium,Vert,5,MCH-01,CNC_FAST,2024-08-29 07:46:12,2024-08-29 08:11:34,1.9,done,2024-08-29 08:14:46
OF-2024-05343,ART-U00,Usinage,184.0,Inox,Jaune,33,MCH-01,CNC_FAST,2024-07-30 08:25:16,2024-07-30 09:45:13,0.0,done,2024-07-30 09:47:15
OF-2024-05344,ART-U04,Usinage,186.4,Inox,Rouge,269,MCH-01,CNC_FAST,2024-08-19 21:58:07,2024-08-20 10:36:44,208.9,done,2024-08-20 10:38:47
OF-2024-05345,ART-A02,Assemblage,36.9,Aluminium,Vert,69,MCH-10,ROBOT_CELL,2024-02-17 16:47:28,2024-02-17 17:17:40,4.9,done,2024-02-17 17:18:48
OF-2024-05346,ART-A26,Assemblage,183.1,Inox,Rouge,32,MCH-07,MANUAL,20/07/2024 15:16,20/07/2024 16:56,0.0,done,20/07/2024 16:58
OF-2024-05347,ART-U08,Usinage,22.6,Inox,Noir,309,MCH-02,CNC_FAST,2024-02-01 08:16:49,2024-02-01 12:22:50,0.0,done,2024-02-01 12:25:50
OF-2024-05348,ART-U00,Usinage,184.0,Inox,Jaune,34,MCH-01,CNC_FAST,2024-06-04 06:14:06,2024-06-04 07:36:36,23.0,done,2024-06-04 07:37:55
OF-2024-05349,ART-S29,Soudure,90.9,Aluminium,Vert,119,MCH-08,MANUAL,2024-03-06 07:33:44,2024-03-06 17:15:41,0.0,done,2024-03-06 17:17:46
OF-2024-05350,ART-U16,Usinage,144.1,Aluminium,Noir,275,MCH-01,CNC_FAST,2024-06-30 08:35:09,2024-06-30 13:32:46,26.3,done,2024-06-30 13:36:09
OF-2024-05351,ART-S25,Soudure,151.9,Acier,Bleu,6,MCH-11,ROBOT_CELL,2024-01-08 18:00:04,2024-01-08 19:07:35,0.0,done,2024-01-08 19:09:03
OF-2024-05352,ART-S29,Soudure,90.9,Aluminium,Vert,74,MCH-11,ROBOT_CELL,2024-02-25 10:17:15,2024-02-25 13:15:02,0.0,done,2024-02-25 13:19:06
OF-2024-05353,ART-S05,Soudure,38.9,Acier,Vert,263,MCH-10,ROBOT_CELL,2024-02-29 15:39:28,2024-02-29 21:09:32,0.0,done,2024-02-29 21:10:09
OF-2024-05354,ART-A18,Assemblage,15.6,Inox,Rouge,216,MCH-09,ROBOT_CELL,2024-03-04 09:40:26,2024-03-04 11:35:39,8.9,done,2024-03-04 11:37:10
OF-2024-05355,ART-S13,Soudure,74.7,Acier,Jaune,66,MCH-07,MANUAL,25/02/2024 21:52,26/02/2024 04:00,22.9,done,26/02/2024 04:03
OF-2024-05356,ART-S05,Soudure,38.9,Acier,Vert,273,MCH-08,MANUAL,2024-07-19 13:55:41,2024-07-19 23:20:54,129.1,done,2024-07-19 23:25:03
OF-2024-05357,ART-U28,Usinage,115.2,Aluminium,Bleu,50,MCH-04,CNC_STD,2024-05-17 17:22:50,2024-05-17 19:07:14,0.0,done,2024-05-17 19:12:04
OF-2024-05358,ART-A10,Assemblage,48.9,Aluminium,Jaune,70,MCH-05,CNC_STD,2024-02-05 16:01:07,2024-02-05 17:02:56,0.0,done,2024-02-05 17:05:30
OF-2024-05359,ART-S13,Soudure,74.7,Acier,Jaune,34,MCH-06,MANUAL,2024-04-06 14:42:00,2024-04-06 17:43:29,0.0,done,2024-04-06 17:44:09
OF-2024-05360,ART-U28,Usinage,115.2,Aluminium,Bleu,24,MCH-04,CNC_STD,2024-04-06 17:20:27,2024-04-06 18:17:44,6.6,done,2024-04-06 18:20:27
OF-2024-05361,  ART-A06 ,Assemblage,21.3,Acier,Noir,13,MCH-09,ROBOT_CELL,2024-02-26 07:40:30,2024-02-26 07:50:28,0.0,done,2024-02-26 07:55:16
OF-2024-05362,ART-S33,Soudure,195.1,Inox,Gris,26,MCH-09,ROBOT_CELL,2024-04-25 07:05:42,2024-04-25 09:23:02,0.0,done,2024-04-25 09:24:48
OF-2024-05363,ART-S29,Soudure,90.9,Aluminium,Vert,20,MCH-06,MANUAL,2024-01-11 08:24:46,2024-01-11 10:33:02,35.6,done,2024-01-11 10:35:38
OF-2024-05364,ART-U28,Usinage,115.2,Aluminium,Bleu,66,MCH-05,CNC_STD,2024-05-05 15:18:27,2024-05-05 16:51:10,0.0,done,2024-05-05 16:55:21
OF-2024-05365,art-s05,Soudure,38.9,Acier,Vert,68,MCH-12,ROBOT_CELL,2024-07-16 14:27:41,2024-07-16 16:35:50,0.0,done,2024-07-16 16:39:21
OF-2024-05366,ART-S01,Soudure,191.3,Titane,Bleu,59,MCH-07,MANUAL,16/05/2024 11:02,16/05/2024 21:02,107.2,done,16/05/2024 21:05
OF-2024-05367,ART-S29,Soudure,90.9,Aluminium,Vert,358,MCH-08,MANUAL,2024-02-29 14:27:36,2024-03-01 13:34:20,0.0,done,2024-03-01 13:36:22
OF-2024-05368,ART-A10,Assemblage,48.9,Aluminium,Jaune,278,MCH-06,MANUAL,2024-06-08 20:32:09,2024-06-09 01:01:25,93.5,done,2024-06-09 01:05:11
OF-2024-05369,ART-U24,Usinage,173.0,Aluminium,Vert,34,MCH-03,CNC_STD,2024-08-21 10:37:54,2024-08-21 12:20:08,11.8,done,2024-08-21 12:24:48
OF-2024-05370,ART-F27,Finition,162.2,Titane,Rouge,61,MCH-07,MANUAL,16/04/2024 13:20,16/04/2024 15:22,0.0,done,16/04/2024 15:25
OF-2024-05371,ART-U00,Usinage,184.0,Inox,Jaune,37,MCH-05,CNC_STD,2024-08-30 16:40:01,2024-08-30 19:34:17,0.0,done,2024-08-30 19:38:56
OF-2024-05372,ART-S13,Soudure,74.7,Acier,Jaune,71,MCH-10,ROBOT_CELL,2024-02-01 14:11:50,2024-02-01 18:25:39,0.0,done,2024-02-01 18:27:45
OF-2024-05373,ART-F19-MM,Finition,100.8,Aluminium,Gris,150,MCH-01,CNC_FAST,2024-02-15 12:35:28,2024-02-15 13:56:23,0.0,done,2024-02-15 13:59:16
OF-2024-05374,ART-A14,Assemblage,190.7,Acier,Noir,243,MCH-06,MANUAL,2024-02-15 20:57:33,2024-02-16 06:06:29,145.1,done,2024-02-16 06:08:25
OF-2024-05375,ART-S25,Soudure,151.9,Acier,Bleu,185,MCH-09,ROBOT_CELL,2024-05-11 13:34:15,2024-05-12 03:07:45,0.0,done,2024-05-12 03:08:19
OF-2024-05376,ART-A10,Assemblage,48.9,Aluminium,Jaune,234,MCH-11,ROBOT_CELL,2024-06-16 17:32:47,2024-06-16 20:27:42,0.0,done,2024-06-16 20:30:21
OF-2024-05377,ART-U00,Usinage,184.0,Inox,Jaune,12,MCH-05,CNC_STD,2024-07-07 09:44:12,2024-07-07 10:38:43,0.0,done,2024-07-07 10:41:34
